Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
BCL6 (human)	54/1399	0.3647008318575299	0.9999942770590278	0	0	1.059712785585625	1.0689088674152454	CNRIP1;C2ORF88;FHL1;GIMAP2;PARK2;RPGR;ABHD10;DACH1;ZFP30;SAMD13;PAAF1;HIBCH;EDARADD;C5ORF56;OR2L2;TMEM136;ALS2;SPIN2B;NCOA7;TMEM126B;ERG;ANKRD36B;ABCG1;BEX4;HLF;NTPCR;ATP2C1;SOCS2;MYCT1;ADAM28;ABLIM1;EBP;TMEM67;ZNF286B;SH3BP4;BEND7;ZBED5;ZNF662;GSTM3;AKR1C1;ZNF181;DCLK2;PDE4DIP;KLHL3;LHFPL2;CP;PTPRD;ZNF559-ZNF177;SLC4A8;MORN4;NFIA;ETNK1;PFKM;DZIP3
GTF2I (human)	10/237	0.3702303847253909	0.9999942770590278	0	0	1.16011966780607	1.1527294801075072	ZNF154;GUCY1B3;CRYGD;EBP;SLC37A1;KLHL5;SETBP1;GATS;LRRC70;MDGA2
Hand1::Tcfe2a (mouse)	5/110	0.37740586313807556	0.9999942770590278	0	0	1.2534013605442176	1.2213570399383282	NCR1;SCRN1;ATP6V0A2;AURKAIP1;PKD2
ESR1 (human)	58/1513	0.378840850769718	0.9999942770590278	0	0	1.0518986890670738	1.0210139767598863	GPSM2;IFT172;C2ORF88;FHL2;DPY30;FBXO21;RYR3;LAPTM4B;RPS6KA6;DEPTOR;PTRF;ANKRD6;EDARADD;DAPK1;ZBTB38;AMT;BOLA1;ZNF10;PHKA1;CASD1;HSPG2;BIVM-ERCC5;CES4A;METTL23;CACNB2;SLC9A7;TRAF5;VN1R1;HIST1H2BG;PIGG;SLC29A2;TMEM63A;NPR3;RNF8;KRBA2;ACTR3B;GNAI1;PTGS1;SOCS2;REPIN1;EBP;RSBN1L;NRIP1;ZNF667;GTF2IRD2B;PRELID2;GABBR1;NICN1;BTBD8;REC8;TTC39B;SLC4A8;KRT18;ETNK2;ID1;ASB9;SLC25A30;DZIP3
CRTC1 (human)	42/1086	0.3809615335623956	0.9999942770590278	0	0	1.060939501305787	1.0238669551649737	HIST1H2BJ;C2ORF88;FHL1;DPY30;ATXN7L3B;GIMAP6;MYLK4;CNN3;FGD5;ADAM28;ACTR3C;ZNF706;ABI3BP;CFL2;TSPAN6;DPYSL3;NRIP1;ME3;CTSF;MPDZ;PRKG1;SCAI;TAS2R5;ATP8B2;DST;TSC22D1;SGIP1;TRPC1;AKR1C1;CYP51A1;CMBL;ZDHHC15;PTPRD;GGCT;EFNA1;SETBP1;GKAP1;PALLD;SNRPE;FAM26F;TMEM9;PDZRN4
VDR (human)	4/88	0.4040973557070102	0.9999942770590278	0	0	1.2530537592265987	1.1353913227812704	LTBP4;BCAT1;L3MBTL4;TTC39B
Esrrb (mouse)	3/65	0.4276562903297829	0.9999942770590278	0	0	1.2729783473265577	1.0813129556729144	ATP6V0A2;CRIM1;PPP1R9A
CBX5 (human)	2/40	0.43381714164998614	0.9999942770590278	0	0	1.3844769241846064	1.1562212128464626	PCDH9;ERG
NR2C2 (human)	3/66	0.43741657797080086	0.9999942770590278	0	0	1.2527071102413567	1.035825014132226	SLC45A3;CLDN15;ZFP28
FEV (human)	7/172	0.4434532356675547	0.9999942770590278	0	0	1.1162367476417063	0.9076823404999533	CACNB2;PLSCR4;GIMAP2;MZB1;DCLK2;FAT4;JAK3
FOXL1 (human)	213/5755	0.4456629929304769	0.9999942770590278	0	0	1.0144300169336258	0.8198544614394476	SERPINE2;TP53RK;TMEM200A;IFT172;C2ORF88;ACCS;WDR89;TMEM91;TXNDC15;FAM134B;HENMT1;RASSF6;SAMD13;TSPYL2;ARL10;PAQR8;STARD4;TSPYL1;OR2L8;OR2L2;PARD3;PRR15;NHLRC1;FREM1;TSPYL5;ZNF154;EXD2;ABCB1;TMEM63A;BEX1;SLC45A3;TRANK1;GATA3;ABO;ACTR3C;ZNF706;SDR42E1;SLC10A5;DCLK2;NMI;SMARCA1;EHD2;LRRN1;MAGED2;SERPINI1;FBXL4;DZIP3;ROBO4;HIBADH;CCDC127;CLEC9A;CROT;PEAR1;ARHGAP5;KIAA1147;CASP10;SLC22A17;BBS9;RNF150;AASS;SULT1C4;ARG2;PACRG;CAMLG;MME;TSC22D1;NSUN7;SYS1-DBNDD2;PGM2L1;VN1R1;VWA2;NCOA7;AVP;PIGG;ZNF474;ZNF594;C11ORF54;ATL1;KIAA1324L;FIGN;FSTL1;ADCY6;FAM117A;MYCT1;TMEM65;GCNT2;ANKRD36BP2;GPC5;LOC644172;IL12RB2;RIC3;GABBR1;ELP2;C1ORF21;KLK10;PSMB8;TARBP1;SLC8A3;MORN4;NFIA;KLHL5;KLHL6;ETNK1;MSRB3;ZNF334;GUCY1B3;PLOD2;PARK2;CDH7;SYDE2;NUDT10;ABHD10;CFL2;PLS3;BAALC;TMEM38B;HFM1;HIST1H2AK;TPM1;SLC30A4;HCG4;VWDE;C6ORF141;CACNB2;ARMCX2;EMCN;OR2L13;CHMP4C;LOC441204;ERG;PHLDB2;FAM27B;BHLHB9;STK33;OR2AK2;TCTEX1D1;NDN;ZNF667;MYH10;ZKSCAN1;ZNF781;FANCL;SHFM1;BTBD8;BMP6;TMEM232;LRCH2;HOOK1;TAB2;GNB5;BMPR1B;CNRIP1;PCDHGB4;FHL1;DPY30;PKD2;SCRN1;TRPS1;PRKG2;ZNF385D;ZNF521;HIBCH;DACT1;CDADC1;ELAC2;LSR;REXO2;ZNF75A;PARD3B;ALS2;PALLD;DDAH2;TRAF5;ALDH1A1;CXORF57;BCAT1;L3MBTL4;ST6GALNAC5;RALA;SEMA3C;HIST1H2BJ;FAM24B-CUZD1;RNF8;MLLT3;ATP2C1;JAKMIP2;LRP6;THBS3;SLC25A27;ABLIM1;RSBN1L;TP53INP1;SPOCK3;NRIP1;ZNF286B;BEND4;S100PBP;CMTM8;ARMCX5-GPRASP2;NAP1L3;CABLES1;PDE4DIP;CDC42BPA;SGCZ;REC8;TTC39B;CRYGD;SCD;RAB13;TTTY10;SNORD64;LPIN1;PFKM
SP4 (human)	2/42	0.45873994718880684	0.9999942770590278	0	0	1.3151162790697675	1.0248330212391565	DPYSL3;SYTL4
HNF1A (human)	69/1855	0.4669369217507182	0.9999942770590278	0	0	1.0171050945101796	0.7745876762525034	WDR49;CHRM3;TMEM200A;C2ORF88;FHL1;ACCS;FAM127C;TMEM91;CHRDL1;RPGR;SYDE2;CRHBP;NUDT10;SCRN1;MED10;AKT3;FAM19A2;ZNF385D;PRKG1;HIST1H2AC;HIBCH;PCYT1B;CAMK1D;TSC22D1;SLC30A4;ZNF10;SDHC;PLCB4;TMEM136;OR2L13;PLSCR4;PKP2;NCOA7;TMEM9;PIGG;BCAT1;PHLDB2;PDZRN4;ZNF594;SLC45A3;BHLHB9;SEMA3C;PLAG1;KIAA1211;KCNA6;MIPOL1;THBS3;ABLIM1;TSPAN6;GNA12;GCNT2;NHEJ1;SDR42E1;RIC3;CMTM8;FANCL;ARMCX5-GPRASP2;NICN1;FZD6;SLC8A3;PTPRD;EFNA1;ZNF559-ZNF177;TMEM98;GKAP1;ETNK1;MYO5C;ID3;MDGA2
Tcfcp2l1 (mouse)	1/17	0.47007081463206796	0.9999942770590278	0	0	1.6436987704918034	1.2407820569697736	ATP6V0A2
SMAD3 (human)	2/43	0.4709601333789859	0.9999942770590278	0	0	1.28297354108972	0.9660557661655723	ELN;CTDSPL
HNF1B (mouse)	2/44	0.4830130086631085	0.9999942770590278	0	0	1.2523614096801512	0.9113580412382878	ATP6V0A2;CTSF
NR1H2 (human)	18/479	0.49088656194180175	0.9999942770590278	0	0	1.0269799614702	0.7307395941029643	ZNF474;ARL10;ARG2;CAMLG;HTR1F;ELAC2;ULK4;HSD17B14;PRKCZ;TXNDC15;CES4A;SOCS2;EHD2;DRAM1;LUC7L3;SNRPE;AURKAIP1;ABCG1
NFYA (human)	94/2549	0.4912472322917823	0.9999942770590278	0	0	1.0073836091907862	0.7160560764606748	ROBO4;TP53RK;FHL1;ULK4;MUM1;ICAM4;WDR89;FAM127C;PREX2;TRO;MECOM;RASSF6;RNF17;ME3;HIST1H2AC;ZIK1;CALN1;CA13;TSPYL2;STARD4;MREG;CDADC1;HMGCS1;DST;PRMT2;DAPK1;ELAC2;BOLA1;DDX50;ZDHHC15;PKP2;CRY1;ERG;AVP;PHLDB2;RAPGEF3;ABCG1;GRAMD1C;SLC45A3;CHRNA5;HIST1H2BJ;ATL1;KIAA1324L;GATA3;NTPCR;HMGCR;PRKCZ;GNAI1;FAM117A;LRP6;CNN3;STK33;ABLIM1;PARD6B;ARVCF;EBP;TCEAL2;TCTEX1D1;TP53INP1;SPOCK3;GNA12;ZNF286B;CYYR1;PROM1;ZBED5;NHEJ1;ZNF300;SCAI;RIC3;GABBR1;AADAT;EPHX2;PDE4DIP;SGCZ;PBX1;REC8;DCBLD2;SLC8A3;ZNF559-ZNF177;CRYGD;TMEM98;MORN4;KLHL5;HOOK1;TNFSF4;PKIA;ST7;ID3;F2RL1;EBPL;SERPINI1;PFKM;TPT1;ZNF354C
MZF1 5-13 (human)	12/316	0.49158790909061234	0.9999942770590278	0	0	1.038196218702095	0.737238185223705	SEPT5-GP1BB;DAPK1;SLC22A17;IFT172;TSPAN6;ICA1;PKP2;ATXN7L3B;FAT4;PROM1;RAPGEF3;ABCG1
RXRA (mouse)	19/507	0.4936834136394695	0.9999942770590278	0	0	1.0240190338430455	0.7228149254844931	GRAMD1C;EXD2;THRB;HTR1F;ELP2;SDHC;DUSP18;WDR89;RPGR;PREX2;CLDN15;SETBP1;ABI3BP;MYO5C;PKP2;AVP;BCAT1;TMEM38B;SLC18A2
HMGA1 (human)	51/1379	0.4944774392352685	0.9999942770590278	0	0	1.0101502049252729	0.7114020722525786	CHRM3;TP53RK;C2ORF88;LRRC70;CROT;FAM127C;CDH9;CDH7;CASP10;DPYSL3;FAM19A2;SAMD13;ZNF521;MME;RPL23;SDHC;C6ORF141;REXO2;MLF1;NCR1;PALLD;CHMP4C;ERG;FREM1;PHLDB2;L3MBTL4;GRAMD1C;ABCB1;RNF8;DTX3;MLLT3;FAM169A;FAM117A;ABLIM1;MPDZ;SCN3A;ZNF662;ZNF462;FZD3;FANCL;STAC;SAMD4A;PDE4DIP;SGCZ;MEIS1;NFIA;GKAP1;TNFSF4;ID3;MDGA2;BEX5
NKX3-1 (human)	10/264	0.5030629834235558	0.9999942770590278	0	0	1.0353296086951786	0.7113127520336413	LRCH2;TMEM63A;SLC37A1;TMEM65;PALLD;SV2A;VN1R1;PSIP1;OR2L2;GNB5
RORB (human)	38/1035	0.5199309808910784	0.9999942770590278	0	0	1.001941075023632	0.6553287832588923	TRIM74;C2ORF88;ADAM22;GIMAP2;CROT;TXNDC15;RPGR;NUDT11;SLC25A27;ARHGAP22;FGD5;DRAM1;NRIP1;BEND4;E2F5;JAM2;CA13;MREG;SLC37A1;CDADC1;ARMCX5-GPRASP2;KLHDC1;AMT;HDGFRP3;NR1H3;NAP1L2;LSR;BTBD8;SERPINB6;SLC8A3;NCR1;IFT88;ETNK1;ERG;TMEM9;FREM1;PHLDB2;PFKM
STAT3 (human)	101/2759	0.5220010589749307	0.9999942770590278	0	0	0.9986028564353135	0.6491773994142129	SERPINE2;TP53RK;C2ORF88;MPL;PARK2;CDH7;CRHBP;DACH1;CFL2;TMEM38B;SAMD13;CA13;ARL10;PAQR8;ARMCX2;POLG2;CD109;SPIN2B;TMEM126B;PLA2R1;FREM1;ABCB1;BEX1;CFH;INSIG2;INSIG1;NPR3;NTPCR;DTX3;TSPAN6;TCTEX1D1;ZNF302;MPDZ;ZBED5;ABCA5;PTPRD;TNFSF4;ZNF418;SSPN;ID3;EBPL;LRRN1;SERPINI1;HLA-DRB1;TRIM74;CCDC127;CNRIP1;FHL1;FHL2;ICA1;FAM127C;PPP1R9A;CHRDL1;TMEM220;RPGR;BCL7A;MED10;TRPS1;ME3;RNF150;ZNF248;SLC37A3;PACRG;MME;ELAC2;AMT;BIVM-ERCC5;MLF1;SERPINB6;ZDHHC15;CDCP1;SETBP1;TRAF5;MPPED2;MZB1;NCOA7;RAPGEF3;GRAMD1C;PBXIP1;ADCY6;GNAI1;ZNF286B;APOL3;S100PBP;WDR17;GABBR1;AADAT;CYP51A1;ZNF181;SAMD4A;NAP1L3;NR1H3;PDE4DIP;SLC8A3;SLC4A8;NFIA;KLHL5;ETNK1;ASB9;ZNF334;TPT1
Mycn (mouse)	1/20	0.5262757633858585	0.9999942770590278	0	0	1.3839516824849007	0.8884000186060488	ATP6V0A2
RXRA (human)	52/1422	0.5282615058452916	0.9999942770590278	0	0	0.9975068866094301	0.6365728268434923	GPSM2;TP53RK;IFT172;FAM57A;C2ORF88;FHL2;DPY30;FBXO21;RYR3;LAPTM4B;DEPTOR;ANKRD6;CA13;ARG2;DAPK1;ZBTB38;TRPC1;SLC30A4;AMT;ZNF10;CASD1;BIVM-ERCC5;CES4A;METTL23;NCR1;SLC9A7;TRAF5;VN1R1;GRAMD1C;TMEM63A;RNF8;PRKCZ;ACTR3B;SOCS2;EBP;RSBN1L;DNAJB9;PROM1;KLRG1;GABBR1;LRBA;NICN1;FANCF;TTC39B;KRT18;ETNK2;ZNF418;ID1;SLC25A30;REN;PFKM;DZIP3
PPARA (human)	10/271	0.5365324862457901	0.9999942770590278	0	0	1.0071911946285963	0.6271056068893148	FAM134B;WDR17;PALLD;MAGED4;PDE4DIP;KIAA1211;ARHGAP5;FAM169A;WDR54;PSMB8
THRA (human)	10/271	0.5365324862457901	0.9999942770590278	0	0	1.0071911946285963	0.6271056068893148	SLC25A27;ETNK1;NRIP1;GIMAP2;HDGFRP3;BEND4;TMEM9;TXNDC15;JAM2;CA13
CBFB (human)	28/774	0.5564124831323651	0.9999942770590278	0	0	0.9860399672960279	0.5780613789199973	RBM8A;CNRIP1;SPPL2B;TRANK1;GIMAP2;THBS3;SENP7;TSPAN6;TP53INP1;ZIK1;ZNF165;RBPMS;AADAT;CTDSPL;NAP1L2;PDE4DIP;CP;GGCT;ARMCX1;SYPL1;DPPA4;SCD;TRAF5;NCOA7;ALDOC;AVP;GNB5;PAFAH1B1
UBTF (human)	54/1493	0.5620161809554585	0.9999942770590278	0	0	0.9852939520879026	0.5677506506360931	SLC35B3;SERPINE2;ELN;FHL1;ARHGAP5;PPP1R9A;IGF1R;NUDT11;TATDN1;PLS3;CALN1;PACRG;RBM14;PRMT2;CTDSPL;RHOH;SERPINB6;CACNB2;PLCB4;ALS2;PALLD;MZB1;AURKAIP1;RAPGEF3;PIGH;KIAA1211;MED12L;PTGS1;CNN3;EBP;PNMA1;RSBN1L;TP53INP1;METTL6;ZBED5;MYH10;APOL3;WDR17;ZNF462;AADAT;FANCL;LRBA;C1ORF21;BAIAP3;SLC8A3;PTPRD;ZNF559-ZNF177;TMEM98;NFIA;KLHL6;MSRB3;PFKM;ZNF135;ZFP28
ESR2 (human)	3/80	0.5658112616171239	0.9999942770590278	0	0	1.0241949830990926	0.5832736314685684	CRHBP;C2ORF88;TSPAN2
MYOD1 (human)	4/109	0.5696826368645402	0.9999942770590278	0	0	1.0013456136912926	0.5634329949706678	CAMLG;ASB9;WDR54;DMRTC1B
SPI1 (human)	59/1638	0.5766243624884961	0.9999942770590278	0	0	0.9805928328600718	0.5398793504166579	PSIP1;WDR89;FAM127C;ARHGAP5;RPGR;JAK3;PRKG1;TSPYL2;DST;MME;RPL22;CTDSPL;CACNB2;PLCB4;OBSCN;ARMCX2;CDCP1;TRAF5;MZB1;CRY1;PIGG;BCAT1;BHLHB9;CHRNA5;PLAG1;LTBP4;PRKCZ;PTGS1;REPIN1;MYCT1;SV2A;SPOCK3;GCNT2;ZNF667;BEND7;MPDZ;RGAG4;NHEJ1;IL12RB2;KLRG1;HLA-DRB5;PCDH9;HTR1F;SHFM1;ZNF181;SAMD4A;NMI;SGCZ;KLK10;KRT18;NFIA;ETNK2;TNFSF4;RAB13;FAM26F;TAB2;SERPINI1;MDGA2;PFKM
RUNX1 (mouse)	2/53	0.5834332285162849	0.9999942770590278	0	0	1.0308736353638583	0.5554607613120778	ATP6V0A2;DPY30
SOX10 (mouse)	16/451	0.5891411528630132	0.9999942770590278	0	0	0.966068709020664	0.5111367867626534	BEX4;RALA;INSIG1;HIST1H2AK;TXNDC15;PARD3B;ARHGAP22;CRYGD;ADAM28;HIST3H2A;GCNT2;HIST1H2AE;HIST1H2BG;HIST1H2BB;PHLDB2;HIST1H2AC
FOXA2 (human)	3/83	0.590912753910033	0.9999942770590278	0	0	0.9856335616438356	0.5185289020157097	TSPAN6;NAP1L2;MLLT3
RBPJ (human)	55/1535	0.5913390757408994	0.9999942770590278	0	0	0.9749312365462808	0.5121954255727793	ROBO4;ICAM4;FBXO21;CHRDL1;GIMAP7;PREX2;FAM134B;RPS6KA6;HENMT1;SCRN1;TRPS1;SCN9A;PRKG2;ME3;ZNF248;TMEM38B;DACT1;EDARADD;PRMT2;ARHGEF17;ARMCX2;CDCP1;TMEM136;VN1R1;MZB1;CRY1;RAB38;NCOA7;AVP;PLA2R1;PDZRN4;ABCG1;ITGA9;NPR3;DTX3;CNN3;ABI3BP;BEND4;ZNF667;HES1;APOL3;ZNF662;MYEF2;AKR1C1;NR1H3;NMI;SMARCA1;NFIA;GKAP1;HOOK1;TNFSF4;ASB9;MSRB3;REN;GNB5
SMAD4 (human)	55/1542	0.6052873684274175	0.9999942770590278	0	0	0.969959908191544	0.48697025807870103	FHL1;FBXO21;TMEM91;CDC14B;RPS6KA6;SCRN1;MED10;MMP28;ZNF248;SLC37A3;HIBCH;DACT1;STARD4;ST6GAL2;PRMT2;TSC22D1;AMT;CASD1;HSPG2;SETBP1;CD109;MPPED2;TMEM126B;ERG;PDZRN4;BEX1;BHLHB9;SEMA3C;KIAA1324L;LTBP3;ATP2C1;JAKMIP2;REPIN1;ARHGAP22;ADAM28;ZNF706;GCNT2;ATP6V0A2;BEND7;GBP4;MBOAT1;PDE4DIP;SMARCA1;PBX1;PSMB8;BAIAP3;TTC39B;CRYGD;PPFIBP1;GKAP1;TNFSF4;TRIP6;F2RL1;MITD1;ZNF135
EGR1 (human)	24/681	0.6083800139516138	0.9999942770590278	0	0	0.958839706062304	0.4765007320077585	NPDC1;FHL1;NPR3;CTDSPL;LSR;MSI2;CDC42BPA;HSPG2;DUSP16;BACH2;ABO;LRP6;ZNRF1;SMO;GKAP1;DPYSL3;TRAF5;RASSF6;ID1;GATS;PKP2;SH3BP4;MITD1;FBXL4
NR2F1 (human)	38/1073	0.6116882326449287	0.9999942770590278	0	0	0.9631473951273763	0.4734182952038508	TRIM74;C2ORF88;ADAM22;GIMAP2;CROT;TXNDC15;RPGR;NUDT11;SLC25A27;ARHGAP22;FGD5;DRAM1;NRIP1;BEND4;E2F5;JAM2;CA13;MREG;SLC37A1;CDADC1;ARMCX5-GPRASP2;KLHDC1;AMT;HDGFRP3;NR1H3;NAP1L2;LSR;BTBD8;SERPINB6;SLC8A3;NCR1;IFT88;ETNK1;ERG;TMEM9;FREM1;PHLDB2;PFKM
ARNT (human)	46/1303	0.627623734683751	0.9999942770590278	0	0	0.9593554117321457	0.4468816045177667	HIST1H2BJ;ELN;FHL1;PEAR1;MLLT3;PRKCZ;CHRDL1;MED12L;PARD6B;TATDN1;PPAT;TRPS1;DPYSL3;TP53INP1;HIST1H2AE;ZNF667;GPC5;HES1;ZNF248;ZNF302;EIF4B;CALN1;SDR42E1;MREG;ST6GAL2;HMGCS1;CAMLG;SGIP1;ARMCX5-GPRASP2;ARHGEF17;MBOAT1;ZNF10;NR1H3;HSPG2;DDX50;WDR54;CES4A;DCBLD2;PTPRD;METTL23;MEIS1;OR2L13;CD109;DSG2;GNB5;PIGG
MEF2A (human)	100/2800	0.6283908403680326	0.9999942770590278	0	0	0.9693405886138904	0.4503488024788945	TP53RK;C2ORF88;LRRC70;WDR89;TXNDC15;CDC14B;RPS6KA6;DEPTOR;AKT3;TSPYL2;PAQR7;OR2L2;VWDE;C6ORF141;CACNB2;EMCN;PRR15;PHLDB2;ANKRD36B;EXD2;BEX2;ABCB1;BHLHB9;RBM8A;INSIG2;ATXN7L3B;DTX3;ACTR3B;NKAIN2;MPDZ;ZBED5;SLC37A1;SHFM1;PTPRD;TMEM232;EFNA1;PPFIBP1;NBEA;MYO5C;LRRN1;GNB5;DZIP3;BEX5;ZNF770;HIBADH;CNRIP1;FHL2;PSIP1;DUSP18;CROT;TRO;FAM102B;MECOM;SCRN1;CASP10;BBS9;GPRASP1;SLC37A3;PRKG1;PAAF1;AASS;TAS2R5;EDARADD;ARG2;PCYT1B;TSC22D1;ELAC2;NSUN7;BIVM-ERCC5;MLF1;SERPINB6;TAL1;PALLD;MPPED2;RBM12B;VN1R1;VWA2;NCOA7;FAM84B;C11ORF54;KIAA1324L;RNF8;HMGCR;MYCT1;TMEM168;ABLIM1;PNMA1;TCEAL2;GCNT2;DNAJB9;GBP4;IL12RB2;RIC3;GABBR1;PCDH9;NAP1L3;PDE4DIP;TTC39B;MDGA2;ZNF334
SND1 (human)	52/1473	0.6335800394346168	0.9999942770590278	0	0	0.9589656309128542	0.4376421307735735	ZNF132;ROBO4;THRB;PARK2;CDH7;CRHBP;CFL2;AKT3;PRKG1;HIST1H2AC;SULT1C4;CA13;HMGCS1;TSC22D1;ELAC2;RPL22;RHOH;SDHC;CMBL;ARMCX2;SNRPE;AVP;PLA2R1;FREM1;PHLDB2;OPTN;PIGH;C11ORF54;TMEM63A;BEX1;SLC45A3;CFH;INSIG1;KIAA1324L;DTX3;FAM169A;FAM117A;ARHGAP22;ERMP1;NDN;BEND4;MPDZ;APOL3;RIC3;FZD6;NR1H3;KLHL3;EFNA1;CRYGD;NFIA;TNFSF4;SERPINI1
FOXF1 (mouse)	7/206	0.6336363129012332	0.9999942770590278	0	0	0.9238755762282487	0.4215460662659426	EFNA1;ZFP30;HDGFRP3;PDE4DIP;TMEM38B;PFKM;DMRTC1B
SND1 (mouse)	3/90	0.6457255725129256	0.9999942770590278	0	0	0.9059990552668871	0.3962664790745148	FZD3;LTBP4;PLA2R1
Sox5 (mouse)	25/728	0.660784445505867	0.9999942770590278	0	0	0.9324444873062179	0.3863374827691616	FHL2;RNF8;ATXN7L3B;ACCS;ABO;PARK2;MYLK4;PREX2;ATXN1;SCRN1;SPOCK3;ATP6V0A2;SERAC1;CTSF;ZIK1;PACRG;CAMK1D;RPL22;PAWR;ELP2;PARD3B;HOOK1;BMPR1B;PFKM;PIGH
ZBTB16 (human)	55/1572	0.6629353268146495	0.9999942770590278	0	0	0.9491738662902056	0.39018434258412377	WDR49;SLC35B3;PSIP1;MSI2;PEAR1;CHRDL1;RPGR;HENMT1;ME3;SERAC1;SLC16A2;SLC37A3;PAAF1;TAS2R5;LAG3;TSPYL1;ST6GAL2;HMGCS1;CAMLG;LIMCH1;RPL23;LDOC1;SDHC;TC2N;BIVM-ERCC5;CACNB2;PALLD;PDZRN4;ABCG1;GRAMD1C;EXD2;BHLHB9;TARSL2;ADAM22;NTPCR;ARHGAP22;ADAM28;ABLIM1;PNMA1;TSPAN6;NRIP1;BEND7;MPDZ;SCN3A;PRELID2;FZD3;EGLN3;GABBR1;SHFM1;AKR1C1;KLHDC1;SMARCA1;BSPRY;ETNK1;ZNF334
RELA (mouse)	58/1656	0.6633090399400026	0.9999942770590278	0	0	0.9500783386640709	0.3900207192577541	PECR;GPSM2;THRB;CNRIP1;IFT172;MPL;MSI2;CDC14B;CRHBP;FAM134B;LAPTM4B;PGM5;SLC18A2;HIST1H2AC;DACT1;TSPYL2;CD52;TSPYL1;PAQR7;DST;DDX58;TRPC1;NOG;NSUN7;TC2N;PGM2L1;CACNB2;ALS2;IFT81;SLC9A7;DDAH2;PRR15;NHLRC1;DSG2;ERG;TSPYL5;RBM8A;HIST1H2BJ;ACTR3B;FAM117A;LRP6;ARVCF;CHST12;SH3TC1;TRA2A;METTL6;EIF4B;ABCA2;GABBR1;CABLES1;PSMB8;FGF16;MEIS1;HIST3H2A;ETNK1;TRIP6;FAT4;TPT1
NRF1 (human)	47/1356	0.6783169566995378	0.9999942770590278	0	0	0.9399225367326893	0.3648221091312869	ZNF770;CCDC127;SPPL2B;DPY30;FIGN;NTPCR;ATP2C1;TMEM91;MIPOL1;NUDT11;C2ORF27B;ZNRF1;SENP7;PARD6B;ZFP30;CHST12;PPAT;HIST1H2AE;NDN;DNAJB9;ZNF667;ZNF248;SERAC1;TMEM38B;CALN1;DACT1;PACRG;PCDH9;PRMT2;LRBA;SLC30A4;ZNF10;ELP2;METTL23;EFNA1;ZNF559-ZNF177;SH3YL1;HIST3H2A;NBEA;SETBP1;RBM12B;GATS;MAGED4;MITD1;ZNF711;MAGED2;PAFAH1B1
SAMD9L (human)	49/1415	0.6837368067314591	0.9999942770590278	0	0	0.9387859289512214	0.3569097194078666	ZNF132;C2ORF88;TMEM91;CFL2;SULT1C4;CA13;PACRG;MREG;SLC2A10;C10ORF10;AMT;HDGFRP3;SDHC;CASD1;REXO4;CES4A;SERPINB6;CACNB2;CDCP1;CLDN15;PALLD;PRR15;AVP;CXORF57;ZNF671;KIAA1324L;HSD17B14;NTPCR;HMGCR;PRKCZ;ABO;MIPOL1;NKAIN2;ARVCF;ATXN1;TP53INP1;BEND7;SCN3A;S1PR4;ZNF300;S100PBP;ZNF462;STYK1;DCLK2;REC8;TTC39B;PTPRD;MORN4;ZFP28
LOC135440 (human)	8/247	0.6881344859596824	0.9999942770590278	0	0	0.8785110373683451	0.3283619369764658	SENP7;PACRG;ABLIM1;NBEA;STAC;PPAT;GNAI1;KLRG1
PLAU (human)	47/1362	0.6898934999942246	0.9999942770590278	0	0	0.935321309403718	0.34720814431161023	SLC35B3;ZNF330;HIST1H2BJ;FAM57A;ICA1;MSI2;NTPCR;PRKCZ;ACTR3B;BACH2;CDC14B;FAM134B;ZFP30;DPYSL3;TRA2A;MPDZ;MYH10;PRKG1;AASS;HIST1H2AC;S100PBP;TSPYL2;EDARADD;ZNF165;ARG2;CDADC1;SGIP1;ZNF10;ELP2;PDE4DIP;NSUN7;DYNLL1;ZNF75A;MLF1;SLC8A3;CACNB2;PPFIBP1;CLDN15;ALS2;ID1;NCOA7;HIST1H2BG;TMEM9;AURKAIP1;PHLDB2;TPT1;PAFAH1B1
ETS2 (human)	46/1341	0.7035323443471742	0.9999942770590278	0	0	0.9292396576239371	0.32675915937680294	GRAMD1C;CHRM3;PECR;BEX1;FHL1;RNF8;PSIP1;DTX3;MLLT3;ADCY6;GNAI1;MIPOL1;CDH7;REPIN1;FAM134B;ABLIM1;ACTR3C;ERMP1;BEND4;BEND7;ZNF300;HIBCH;ZNF662;TSPYL2;SDR42E1;GABBR1;MME;PRMT2;KLHDC1;RHOH;WDR54;PGM2L1;FANCF;CACNB2;ARMCX1;PLCB4;NBEA;CLDN15;HOOK1;PKIA;MPPED2;SLC25A30;SERPINI1;ERG;RAPGEF3;BEX5
ELK1 (human)	52/1511	0.7050885530710266	0.9999942770590278	0	0	0.9320003744040484	0.3256706400667456	PLOD2;LRRC70;FBXO21;CDH7;IGF1R;PREX2;MECOM;BCL7A;HIST1H2AE;IDS;ANKRD6;PAQR8;TSPYL1;C5ORF56;MME;PAWR;LSR;HSPG2;IFT88;SMO;TAL1;PALLD;ARMC4;MPPED2;PKP2;NHLRC1;ERG;BCAT1;FREM1;L3MBTL4;PDZRN4;BEX4;ATL1;GATA3;MLLT3;MIPOL1;CNN3;TMEM168;PDZD2;PNMA1;TP53INP1;PROM1;ZNF781;CMTM8;EGLN3;GABBR1;FANCL;KLHL6;REN;FAM26F;SERPINI1;GNB5
